Location,Date,Type,Longitude,Latitude
Watsonville,09/27/2021,hoop,-121.7362816271089,36.90938775205536
Watsonville,09/27/2021,hoop,-121.7367356889757,36.90936138969025
Watsonville,09/27/2021,hoop,-121.7365976805609,36.90953391371157
Watsonville,09/27/2021,hoop,-121.7368710333435,36.90966074833471
Watsonville,09/27/2021,hoop,-121.7391543624405,36.91316156894609
Watsonville,09/27/2021,hoop,-121.7395331104821,36.9134171850167
Watsonville,09/27/2021,hoop,-121.7395472399021,36.91287532765365
Watsonville,09/27/2021,hoop,-121.7399364509385,36.91277579339114
Watsonville,09/27/2021,hoop,-121.739979268109,36.91323916344624
Watsonville,09/27/2021,hoop,-121.7389352117211,36.91249176808915
Watsonville,09/27/2021,hoop,-121.7388360607679,36.91205729848777
Watsonville,09/27/2021,hoop,-121.739414987341,36.91241987887878
Watsonville,09/27/2021,hoop,-121.7391495612926,36.91198990200635
Watsonville,09/27/2021,hoop,-121.7396147252284,36.91202762046441
Watsonville,09/27/2021,hoop,-121.7385212059362,36.9116289361124
Watsonville,09/27/2021,hoop,-121.7385333171784,36.91115135029078
Watsonville,09/27/2021,hoop,-121.7390924762562,36.91105276345686
Watsonville,09/27/2021,hoop,-121.7388998749942,36.91136828537243
Watsonville,09/27/2021,hoop,-121.7393434635274,36.91147063965819
Watsonville,09/27/2021,hoop,-121.7382467046383,36.91086518671307
Watsonville,09/27/2021,hoop,-121.7381320452225,36.91038180904837
Watsonville,09/27/2021,hoop,-121.7387175461797,36.91019847154525
Watsonville,09/27/2021,hoop,-121.7385125070006,36.91051266247729
Watsonville,09/27/2021,hoop,-121.7389795479156,36.91062405047487
Watsonville,09/27/2021,hoop,-121.7375654889922,36.90928683318288
Watsonville,09/27/2021,hoop,-121.7378763869568,36.90982105558339
Watsonville,09/27/2021,hoop,-121.7382058235854,36.90957391526678
Watsonville,09/27/2021,hoop,-121.7387232827489,36.90981254849832
Watsonville,09/27/2021,hoop,-121.7382202139365,36.909988002136
Watsonville,09/27/2021,hoop,-121.738829855562,36.90928969977818
Watsonville,09/27/2021,hoop,-121.7391568233876,36.90963511995083
Watsonville,09/27/2021,hoop,-121.7394461071704,36.90949276379104
Watsonville,09/27/2021,hoop,-121.7398200077379,36.90960463523017
Watsonville,09/27/2021,hoop,-121.7401837728318,36.90942936041155
Watsonville,09/27/2021,hoop,-121.7392387344954,36.91007171284235
Watsonville,09/27/2021,hoop,-121.7395268337678,36.91049727455702
Watsonville,09/27/2021,hoop,-121.7399761396622,36.91010830121977
Watsonville,09/27/2021,hoop,-121.7401572349063,36.91035686791219
Watsonville,09/27/2021,hoop,-121.7406944947818,36.90997456896142
Watsonville,09/27/2021,hoop,-121.7396589945564,36.91100951557375
Watsonville,09/27/2021,hoop,-121.7401811892185,36.91123802787394
Watsonville,09/27/2021,hoop,-121.7402654673555,36.91079075919563
Watsonville,09/27/2021,hoop,-121.7407673583932,36.91078539779866
Watsonville,09/27/2021,hoop,-121.7414904040749,36.91082753832564
Watsonville,09/27/2021,hoop,-121.7400561761501,36.91175759006184
Watsonville,09/27/2021,hoop,-121.7406005074328,36.91202107100996
Watsonville,09/27/2021,hoop,-121.7407371499009,36.9115439348227
Watsonville,09/27/2021,hoop,-121.7414982230733,36.91192580178604
Watsonville,09/27/2021,hoop,-121.7418358248056,36.91144409715619
Watsonville,09/27/2021,hoop,-121.7402567126396,36.91257424129004
Watsonville,09/27/2021,hoop,-121.7407820037048,36.91246212052862
Watsonville,09/27/2021,hoop,-121.7404277828399,36.91284592789345
Watsonville,09/27/2021,hoop,-121.7420982467156,36.91175512712163
Watsonville,09/27/2021,hoop,-121.7410396621523,36.91180503237315
Watsonville,09/27/2021,hoop,-121.7391364597185,36.90641812008123
Watsonville,09/27/2021,hoop,-121.7396089733757,36.90659073512608
Watsonville,09/27/2021,hoop,-121.7403828870536,36.90639268591695
Watsonville,09/27/2021,hoop,-121.7410844987368,36.90655761117984
Watsonville,09/27/2021,hoop,-121.7424182663949,36.90652975947416
Watsonville,09/27/2021,hoop,-121.7392823653816,36.90578857322011
Watsonville,09/27/2021,hoop,-121.7397752703598,36.90596001916951
Watsonville,09/27/2021,hoop,-121.7403066773333,36.90584330362571
Watsonville,09/27/2021,hoop,-121.7409010072151,36.90585038813687
Watsonville,09/27/2021,hoop,-121.7419544669366,36.90591338867233
Watsonville,09/27/2021,hoop,-121.7383713134024,36.90776972807656
Watsonville,09/27/2021,hoop,-121.7394166624433,36.90708542558833
Watsonville,09/27/2021,hoop,-121.7392266860673,36.90785363373306
Watsonville,09/27/2021,hoop,-121.7401232752008,36.90778005799036
